,filepath,compound,structure,atom,shift_high-low,shift_low,CN(X),no_CH,no_CC,no_CN,no_CO,no_CYH,no_CYC,no_CYN,no_CYO,shielding_dia,shielding_para,span,skew,asymmetry,anisotropy,at_charge_mull,at_charge_loew,orb_charge_mull_s,orb_charge_mull_p,orb_charge_mull_d,orb_stdev_mull_p,orb_charge_loew_s,orb_charge_loew_p,orb_charge_loew_d,orb_stdev_loew_p,BO_loew_sum,BO_loew_av,BO_mayer_sum,BO_mayer_av,mayer_VA
0,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,1,-2.180972907,22.6165,4.014655368,3,1,0,0,1,1,0,0,238.004,-75.233,36.032,0.63321492,0.302859936,32.728,-0.006669,-0.062664,2.995242,2.96405,0.046068,0.043486922,2.748962,3.10453,0.192308,0.039575348,3.958,0.9895,3.9565,0.989125,3.9383
1,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,2,-16.93225639,157.8295,3.063921047,1,2,0,0,4,1,0,0,255.691,-228.134,253.516,0.000362896,0.999516197,190.16,-0.061463,-0.002179,3.13389,2.846858,0.076515,0.032790076,2.799471,2.942899,0.239653,0.108144775,3.8911,1.297033333,3.8048,1.268266667,3.8265
2,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,6,-8.388336004,121.0125,3.058490034,1,2,0,0,1,2,0,0,254.452,-190.077,188.696,-0.415016747,1.642196418,121.944,-0.096558,-0.073155,3.14009,2.876584,0.075695,0.065215026,2.779212,3.021192,0.251104,0.05870994,4.0176,1.3392,3.9258,1.3086,3.8465
3,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,8,-6.655499483,88.2485,2.062114086,0,2,0,0,2,1,0,0,260.36,-163.221,303.33,0.999116474,0.000662791,303.263,0.087553,-0.049764,3.025626,2.824841,0.053691,0.044226619,2.837303,2.98136,0.206032,0.114459988,4.1349,2.06745,3.8184,1.9092,3.69
4,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,10,-12.74534247,86.6555,2.018988056,1,1,0,0,0,1,0,0,264.741,-166.009,168.386,0.843621204,0.122055833,161.803,-0.184549,-0.031052,3.220406,2.934164,0.024079,0.039509769,2.873229,3.027809,0.110225,0.093518469,3.8797,1.93985,3.8058,1.9029,3.8354
5,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,1,-2.004123637,20.6745,4.018271194,3,1,0,0,1,1,0,0,238.559,-73.846,34.258,0.660108588,0.278591253,31.347,0.005897,-0.056975,2.987784,2.959066,0.045971,0.042331793,2.742174,3.10298,0.19443,0.038986424,3.9587,0.989675,3.9548,0.9887,3.9381
6,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,2,-16.34480016,155.6395,3.065554558,1,2,0,0,4,1,0,0,256.542,-226.795,253.612,-0.019675725,1.026407496,188.9615,-0.061292,-0.005317,3.127622,2.852057,0.077388,0.030832315,2.794619,2.947003,0.242984,0.109275816,3.9023,1.300766667,3.8098,1.269933333,3.8235
7,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,6,-8.695091069,122.6825,3.056141225,1,2,0,0,1,2,0,0,255.044,-192.339,186.713,-0.438517939,1.684787836,119.5655,-0.11448,-0.075471,3.152109,2.881194,0.07694,0.06307612,2.785625,3.017753,0.2506,0.054389322,4.0099,1.336633333,3.9319,1.310633333,3.8478
8,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,8,-6.326174462,87.0185,2.061137774,0,2,0,0,2,1,0,0,260.464,-162.095,299.588,0.997923815,0.001557947,299.4325,0.085658,-0.057085,3.016784,2.834737,0.054307,0.038048032,2.831375,2.98877,0.210234,0.11982536,4.1577,2.07885,3.8271,1.91355,3.6983
9,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,10,-11.88627249,84.4415,2.019182968,1,1,0,0,0,1,0,0,265.522,-164.576,171.477,0.858231716,0.110233102,165.3995,-0.179117,-0.035327,3.212602,2.935627,0.024867,0.034708619,2.87121,3.029585,0.113152,0.096478567,3.8943,1.94715,3.8072,1.9036,3.8254
10,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,1,-2.471224589,24.0575,3.997970903,3,1,0,0,1,1,0,0,238.103,-76.773,33.451,0.700995486,0.242370883,30.9505,-0.024099,-0.067385,3.009666,2.966162,0.046893,0.044292013,2.757289,3.103835,0.189956,0.036770664,3.962,0.9905,3.9565,0.989125,3.939
11,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,2,-18.31666766,161.4235,3.059697978,1,2,0,0,4,1,0,0,255.876,-231.912,265.152,-0.041681752,1.056358713,196.101,-0.056236,-0.001595,3.139316,2.837908,0.074931,0.031392833,2.801123,2.945493,0.235241,0.109435106,3.8812,1.293733333,3.7886,1.262866667,3.8222
12,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,6,-9.23212783,126.8175,3.049181522,1,2,0,0,1,2,0,0,254.837,-196.266,194.437,-0.421138981,1.653217025,125.3565,-0.091484,-0.077522,3.138787,2.871839,0.076628,0.064054056,2.787701,3.018817,0.249637,0.056134033,4.0149,1.3383,3.9167,1.305566667,3.8331
13,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,8,-6.395658563,87.9455,2.057569081,0,2,0,0,2,1,0,0,260.875,-163.433,307.356,0.994664168,0.00400722,306.946,0.079724,-0.048316,3.030915,2.826933,0.054098,0.046622908,2.836081,2.97891,0.208645,0.114630591,4.1288,2.0644,3.8133,1.90665,3.6794
14,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,10,-14.26659774,91.3635,2.022133625,1,1,0,0,0,1,0,0,263.208,-169.183,155.214,0.822245416,0.139515833,148.3165,-0.170024,-0.01205,3.220862,2.919996,0.023287,0.047072013,2.864313,3.018332,0.110411,0.098382279,3.8556,1.9278,3.7923,1.89615,3.8392
15,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,1,-2.202003642,23.5955,4.012067472,3,1,0,0,1,1,0,0,237.641,-75.849,36.814,0.508773836,0.419998142,32.293,-0.023179,-0.074614,2.99078,2.982029,0.048854,0.042984902,2.755173,3.105128,0.197275,0.034068307,3.9621,0.990525,3.9589,0.989725,3.9336
16,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,2,-15.42160579,149.7875,3.073793244,1,2,0,0,4,1,0,0,255.196,-219.596,239.996,0.097651628,0.873902376,185.856,-0.055359,-0.011967,3.119359,2.851115,0.080408,0.035303284,2.783243,2.947917,0.25806,0.110531732,3.9131,1.304366667,3.807,1.269,3.8337
17,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,6,-6.729889226,113.9635,3.067586915,1,2,0,0,1,2,0,0,253.655,-182.232,176.359,-0.353466509,1.534233192,116.685,-0.069886,-0.080684,3.109724,2.876484,0.079199,0.061502541,2.760661,3.024243,0.271186,0.06447831,4.0499,1.349966667,3.9201,1.3067,3.853
18,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,8,-7.198131458,92.1995,2.073118829,0,2,0,0,2,1,0,0,260.421,-167.233,319.495,0.978603734,0.016133499,317.786,0.079311,-0.033506,3.055325,2.803618,0.05394,0.05410828,2.847344,2.961199,0.202846,0.110665043,4.0848,2.0424,3.8062,1.9031,3.6774
19,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,10,-15.9167059,94.8525,2.019011508,1,1,0,0,0,1,0,0,263.239,-172.704,156.838,0.851477321,0.115687566,151.0145,-0.185626,-0.014485,3.234335,2.923384,0.022476,0.048493291,2.878159,3.018184,0.101889,0.090071912,3.8247,1.91235,3.783,1.8915,3.8458
20,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,1,-2.654810481,27.7355,3.997346205,3,1,0,0,1,1,0,0,238.758,-81.106,37.123,0.535490127,0.394154578,32.812,-0.032373,-0.065519,3.019331,2.964712,0.046945,0.040779943,2.760526,3.099797,0.189141,0.041231414,3.9593,0.989825,3.9552,0.9888,3.9379
21,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,2,-16.30985005,157.4455,3.057384824,1,2,0,0,4,1,0,0,256.196,-228.254,234.286,0.000435365,0.999419597,175.74,-0.063327,-0.014705,3.133622,2.844644,0.080645,0.038508022,2.806754,2.940165,0.246448,0.103587385,3.9067,1.302233333,3.7975,1.265833333,3.8195
22,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,6,-6.906029565,114.0795,3.064094604,1,2,0,0,1,2,0,0,254.042,-182.734,173.256,-0.413919287,1.640226401,112.0135,-0.069824,-0.08526,3.113877,2.873713,0.077828,0.066053123,2.767132,3.029829,0.264576,0.062944495,4.0611,1.3537,3.9112,1.303733333,3.8529
23,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,8,-7.972531066,94.0305,2.071464855,0,2,0,0,2,1,0,0,260.385,-169.028,316.765,0.984644768,0.011560804,315.549,0.065346,-0.035904,3.067986,2.806687,0.052467,0.057062606,2.85816,2.963476,0.192947,0.102204154,4.082,2.041,3.8224,1.9112,3.7234
24,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,10,-15.13710428,91.8865,2.015043351,1,1,0,0,0,1,0,0,264.264,-170.763,170.924,0.831843392,0.131651994,163.7385,-0.195406,-0.03187,3.229436,2.937475,0.023156,0.045413205,2.890635,3.02488,0.100212,0.080869557,3.8448,1.9224,3.8046,1.9023,3.8588
25,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,1,-1.827426084,20.5665,4.009923721,3,1,0,0,1,1,0,0,240.643,-75.822,42.61,0.377845576,0.552560272,35.9825,-0.002467,-0.050446,3.000244,2.958259,0.042801,0.051934797,2.745576,3.104356,0.18408,0.050521517,3.9501,0.987525,3.9553,0.988825,3.9433
26,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,2,-17.14440218,160.5635,3.043522355,1,2,0,0,4,1,0,0,256.116,-231.292,239.49,0.07799073,0.898647219,184.287,-0.089387,0.000622,3.160863,2.847244,0.077018,0.037427416,2.818264,2.929312,0.232464,0.098448303,3.8779,1.292633333,3.8206,1.273533333,3.8215
27,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,6,-8.427168368,117.0205,3.054843235,1,2,0,0,1,2,0,0,252.947,-184.58,191.493,-0.381700637,1.58312757,125.3465,-0.06187,-0.038627,3.133958,2.853844,0.070114,0.072098128,2.755284,3.015196,0.246071,0.081056217,4.0295,1.343166667,3.9391,1.313033333,3.8357
28,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,8,-6.971777138,88.4225,2.054866761,0,2,0,0,2,1,0,0,260.085,-163.12,294.774,0.967330904,0.024703583,292.3665,0.074524,-0.033156,3.066518,2.800251,0.050548,0.052699804,2.830519,2.978886,0.195479,0.113082132,4.1063,2.05315,3.7958,1.8979,3.6489
29,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,10,-9.005969259,76.0735,2.020907348,1,1,0,0,0,1,0,0,265.617,-156.303,192.696,0.8709885,0.099983376,186.481,-0.130592,-0.020617,3.17938,2.918807,0.025814,0.033985708,2.845003,3.026087,0.124759,0.109580432,3.9706,1.9853,3.8476,1.9238,3.8132
30,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,1,-3.294858682,33.8655,3.916821752,3,1,0,0,1,1,0,0,238.619,-87.097,32.881,0.730908427,0.216374841,30.669,-0.109445,-0.099037,3.050169,3.00233,0.055016,0.041477189,2.796453,3.093374,0.193928,0.023407304,3.9737,0.993425,3.9556,0.9889,3.9289
31,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,2,-12.03369499,138.3635,3.063481638,1,2,0,0,4,1,0,0,256.218,-209.195,210.826,0.262045478,0.678673421,171.931,-0.022006,-0.052758,3.080645,2.851653,0.084921,0.02640708,2.766537,2.980904,0.279418,0.111623987,4.0312,1.343733333,3.8484,1.2828,3.8251
32,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,6,-7.138145328,114.0455,3.068264842,1,2,0,0,1,2,0,0,254.868,-183.526,169.011,-0.417623705,1.646882804,109.1125,-0.103878,-0.076457,3.135946,2.881804,0.081531,0.059242018,2.772281,3.011504,0.26801,0.055293573,4.0152,1.3384,3.9199,1.306633333,3.8358
33,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,8,-6.126650926,84.7445,2.060700246,0,2,0,0,2,1,0,0,260.741,-160.099,294.544,0.980417187,0.014759367,293.102,0.082971,-0.057481,3.010506,2.843897,0.053875,0.03643918,2.824065,2.992802,0.212063,0.121239073,4.1685,2.08425,3.8277,1.91385,3.6951
34,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,10,-10.68352492,82.5425,2.017989383,1,1,0,0,0,1,0,0,265.837,-162.992,178.816,0.907603346,0.070936054,174.6855,-0.187489,-0.03616,3.221784,2.933751,0.025802,0.031401961,2.868861,3.027597,0.116343,0.099218,3.9166,1.9583,3.8235,1.91175,3.8218
35,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,1,-3.44560991,33.7685,3.983427755,3,1,0,0,1,1,0,0,242.461,-90.842,59.353,0.166916584,0.789174638,46.9915,-0.037333,-0.029487,3.067816,2.930346,0.038225,0.044617604,2.766657,3.086012,0.163013,0.062735224,3.9097,0.977425,3.936,0.984,3.9325
36,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,2,-16.26300201,154.0505,3.035018826,1,2,0,0,4,1,0,0,257.189,-225.852,232.424,0.009818263,0.986951686,174.8885,-0.061457,-0.003614,3.148781,2.840089,0.068561,0.020659635,2.820673,2.951131,0.213283,0.100959395,3.9195,1.3065,3.8213,1.273766667,3.8002
37,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,6,-10.39817126,128.5165,2.981620985,1,2,0,0,1,2,0,0,255.918,-199.047,165.887,-0.532488983,1.863200172,102.332,-0.13337,-0.083585,3.173146,2.878057,0.077893,0.057000163,2.817487,3.008144,0.238127,0.046463684,4.0262,1.342066667,3.939,1.313,3.8441
38,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,8,-5.645477722,84.9615,2.052406899,0,2,0,0,2,1,0,0,260.92,-160.494,289.849,0.975476886,0.01850579,288.072,0.032522,-0.075684,3.058084,2.847282,0.053333,0.02993674,2.822575,3.01108,0.208881,0.129490523,4.2265,2.11325,3.8564,1.9282,3.7661
39,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,10,-8.822870147,75.8665,1.999311544,1,1,0,0,0,1,0,0,268.803,-159.282,192.201,0.913819387,0.066058705,188.06,-0.138525,-0.05812,3.166053,2.937253,0.028937,0.018481017,2.866651,3.038205,0.124242,0.101785097,3.9913,1.99565,3.8342,1.9171,3.8046
40,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,1,-2.579257388,27.9745,3.989956987,3,1,0,0,1,1,0,0,236.208,-78.795,54.256,0.382667355,0.547496322,45.8825,-0.040728,-0.015744,3.038663,2.961672,0.039407,0.051467539,2.747521,3.083749,0.169492,0.062749888,3.9011,0.975275,3.9524,0.9881,3.9422
41,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,2,-11.19209605,128.3025,3.064307264,1,2,0,0,4,1,0,0,254.834,-197.75,183.451,0.538994064,0.390794046,162.308,0.006163,0.005238,3.076368,2.840379,0.072576,0.015819478,2.757464,2.960788,0.25102,0.116794665,3.9934,1.331133333,3.8624,1.287466667,3.8202
42,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,6,-7.226379463,113.4215,3.031133557,1,2,0,0,1,2,0,0,255.604,-183.638,155.16,-0.41774942,1.647109035,100.1655,-0.112532,-0.074223,3.140597,2.883349,0.083818,0.050596965,2.779419,2.998342,0.271022,0.055947412,4.0579,1.352633333,3.9356,1.311866667,3.8375
43,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,8,-6.08431739,85.9705,2.070039982,0,2,0,0,2,1,0,0,259.977,-160.56,295.415,0.970482203,0.022302931,293.235,0.072909,-0.060686,3.03182,2.834851,0.052007,0.045070507,2.8337,2.996703,0.201564,0.115881577,4.1652,2.0826,3.8229,1.91145,3.7147
44,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,10,-9.390872289,77.1885,2.001470885,1,1,0,0,0,1,0,0,266.947,-158.748,191.874,0.938428344,0.04690068,188.9205,-0.195286,-0.056396,3.217182,2.945397,0.02656,0.026890637,2.878,3.037433,0.116558,0.090689053,3.9615,1.98075,3.8361,1.91805,3.8114
45,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,1,-4.541599104,34.5355,3.858250299,3,1,0,0,1,1,0,0,243.919,-93.067,60.638,0.436491969,0.491933084,52.0955,-0.050783,0.010001,3.093179,2.927822,0.029168,0.054920295,2.764723,3.07046,0.14239,0.095692452,3.9013,0.975325,3.9386,0.98465,3.9408
46,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,2,-25.20296571,179.7775,2.953830812,1,2,0,0,4,1,0,0,254.796,-249.186,236.907,0.297648444,0.63895673,195.309,-0.066311,0.063597,3.175504,2.831844,0.055546,0.037618437,2.842812,2.900539,0.178551,0.105193605,3.7064,1.235466667,3.7041,1.2347,3.7843
47,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,6,-8.392264794,115.2085,3.044991169,1,2,0,0,1,2,0,0,251.561,-181.382,197.083,-0.084152362,1.115441371,143.666,-0.011565,-0.079718,3.079638,2.849908,0.077783,0.063479622,2.744322,3.032535,0.277306,0.080438153,4.1222,1.374066667,3.9222,1.3074,3.8197
48,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,8,-4.193135025,86.3595,2.084264546,0,2,0,0,2,1,0,0,262.965,-163.937,321.193,0.955621698,0.033657138,317.6295,0.026866,-0.057491,3.021157,2.883992,0.059029,0.026378196,2.82341,2.970943,0.236661,0.123032864,4.1732,2.0866,3.8645,1.93225,3.7591
49,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,10,-18.31606494,103.7735,2.014509385,1,1,0,0,0,1,0,0,264.94,-183.326,127.015,0.806306342,0.152662693,120.8645,-0.201753,-0.043752,3.226679,2.944363,0.025639,0.034364224,2.904128,3.021178,0.100572,0.076679061,3.7688,1.8844,3.7727,1.88635,3.8437
50,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,1,-0.77670536,26.5095,4.212564561,2,2,0,0,4,2,0,0,245.59,-86.711,30.674,-0.294255721,1.435008916,20.749,-0.087086,-0.042418,3.053754,2.957558,0.072688,0.053127173,2.762298,3.022893,0.236565,0.052504411,3.9446,0.98615,3.9449,0.986225,3.9317
51,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,2,-0.77070536,26.5095,4.212564497,2,2,0,0,4,2,0,0,245.59,-86.711,30.674,-0.294255721,1.435008916,20.749,-0.087086,-0.042418,3.053756,2.957556,0.072688,0.053128303,2.762298,3.022893,0.236565,0.052505249,3.9446,0.98615,3.9449,0.986225,3.9317
52,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,3,-0.77070536,26.5095,4.212564567,2,2,0,0,4,2,0,0,245.59,-86.711,30.674,-0.294255721,1.435008916,20.749,-0.087089,-0.042418,3.053757,2.957558,0.072688,0.053128279,2.762298,3.022893,0.236565,0.052504358,3.9446,0.98615,3.9449,0.986225,3.9317
53,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,4,-0.773661395,26.5095,4.212564509,2,2,0,0,4,2,0,0,245.59,-86.712,30.674,-0.29419052,1.434902046,20.7495,-0.087081,-0.042418,3.053749,2.957558,0.072688,0.053126271,2.762298,3.022893,0.236565,0.052504096,3.9446,0.98615,3.9449,0.986225,3.9317
54,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,1,-0.614502453,24.9205,4.206569498,2,2,0,0,4,2,0,0,245.286,-84.819,30.792,-0.22954014,1.331410888,21.327,-0.078032,-0.042063,3.044896,2.956556,0.073482,0.053253255,2.757415,3.023364,0.240212,0.051247309,3.9473,0.986825,3.9466,0.98665,3.9296
55,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,2,-0.639179804,24.8785,4.193722269,2,2,0,0,4,2,0,0,245.698,-85.189,31.199,-0.324016795,1.484333078,20.872,-0.084443,-0.024961,3.059718,2.953487,0.068373,0.053667291,2.759681,3.018602,0.22685,0.059805137,3.9269,0.981725,3.9475,0.986875,3.9375
56,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,3,-0.772381554,25.9945,4.201709168,2,2,0,0,4,2,0,0,245.712,-86.32,32.313,-0.302262247,1.448171431,21.793,-0.085942,-0.031072,3.059006,2.954304,0.069703,0.053198201,2.762906,3.019611,0.228719,0.057790001,3.9279,0.981975,3.9456,0.9864,3.9315
57,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,4,-0.7078534,25.6535,4.196646635,2,2,0,0,4,2,0,0,245.239,-85.505,31.663,-0.273979092,1.40202053,21.5785,-0.08484,-0.046647,3.049675,2.957874,0.074161,0.053039968,2.759953,3.024733,0.240941,0.049948276,3.9521,0.988025,3.9458,0.98645,3.9302
58,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_02.xyz,2,2,1,-1.116240511,29.7135,4.235919941,2,2,0,0,4,2,0,0,245.694,-90.02,34.414,-0.542744232,1.883496523,21.141,-0.099138,-0.04135,3.064982,2.95792,0.073105,0.0533303,2.769276,3.01723,0.234549,0.058915366,3.9358,0.98395,3.9362,0.98405,3.9251
59,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_02.xyz,2,2,2,-1.102652223,29.0925,4.215316038,2,2,0,0,4,2,0,0,245.498,-89.204,32.547,-0.240175746,1.348102957,22.456,-0.096655,-0.045858,3.063854,2.956994,0.072671,0.052981954,2.769724,3.022411,0.233547,0.052740084,3.9413,0.985325,3.9367,0.984175,3.9239
60,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_02.xyz,2,2,3,-0.663186704,25.6035,4.247003363,2,2,0,0,4,2,0,0,244.948,-85.164,37.7,-0.168222812,1.237621537,26.6895,-0.077552,-0.046119,3.041056,2.958687,0.074581,0.054230948,2.755531,3.02483,0.244268,0.057580421,3.9502,0.98755,3.9402,0.98505,3.9269
61,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_02.xyz,2,2,4,-0.487547655,23.7885,4.226386422,2,2,0,0,4,2,0,0,244.979,-83.379,33.049,-0.308239281,1.458048561,22.24,-0.0649,-0.038556,3.036508,2.952678,0.072601,0.052378306,2.750852,3.024481,0.241673,0.057196714,3.9526,0.98815,3.9449,0.986225,3.9331
62,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_03.xyz,2,3,1,-0.797879579,26.6725,4.279970538,2,2,0,0,4,2,0,0,245.227,-86.513,26.168,-0.150565576,1.211362051,18.641,-0.071333,-0.074346,3.019685,2.964049,0.083866,0.047994539,2.752186,3.028001,0.269688,0.031224338,3.9972,0.9993,3.9488,0.9872,3.9304
