,filepath,compound,structure,atom,shift_high-low,shift_low,CN(X),no_HCH,no_HYH,no_HYC,no_HYN,no_HYO,dist_HC,shift_low_neighbor_C,shielding_dia,shielding_para,span,skew,asymmetry,anisotropy,at_charge_mull,at_charge_loew,orb_charge_mull_s,orb_charge_mull_p,orb_charge_loew_s,orb_charge_loew_p,BO_loew,BO_mayer,mayer_VA
0,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,3,-0.179856591,1.8995,4.014655368,3,2,1,0,0,1.097253934,22.6165,27.489,2.041,9.27,0.72772384,0.219122584,8.639,0.042993,0.040555,0.911488,0.043268,0.817595,0.123728,0.9422,0.9788,1.0029
1,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,4,-0.142724247,1.8295,4.014655368,3,2,1,0,0,1.093645644,22.6165,28.62,0.981,7.163,0.194192377,0.756818182,5.72,0.025554,0.036493,0.928045,0.044118,0.8242,0.120931,0.9476,1.0022,1.0241
2,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,5,-0.183400361,1.9005,4.014655368,3,2,1,0,0,1.097249879,22.6165,27.487,2.043,9.27,0.72837109,0.218563741,8.6405,0.043017,0.040543,0.911465,0.043268,0.817609,0.123725,0.9422,0.9788,1.0029
3,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,7,-0.541610255,6.7155,3.063921047,1,0,2,0,0,1.089330904,157.8295,32.879,-8.165,6.849,0.434661994,0.493793573,5.881,0.053308,0.035796,0.903062,0.041482,0.820151,0.125978,0.9305,1.0172,1.0301
4,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,9,-0.29296108,5.8215,3.058490034,1,0,2,0,0,1.090477766,121.0125,31.706,-6.097,5.857,0.425986,0.502641284,5.0165,0.040152,0.044163,0.915442,0.042253,0.81332,0.124407,0.9136,1.0217,1.0237
5,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_00.xyz,1,0,11,-0.37443614,2.5895,2.018988056,1,0,1,0,0,1.062961241,86.6555,32.926,-4.086,11.263,0.94157862,0.044465468,11.0985,0.056662,0.021263,0.894665,0.047173,0.822898,0.137021,1.0142,1.1006,1.0324
6,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,3,-0.196102282,1.5475,4.018271194,3,2,1,0,0,1.082402607,20.6745,28.018,1.865,9.392,0.731473595,0.21588769,8.7615,0.039151,0.03623,0.914474,0.044062,0.816388,0.128104,0.9475,0.9798,1.0042
7,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,4,-0.146531307,1.6895,4.018271194,3,2,1,0,0,1.088138476,20.6745,28.875,0.866,7.161,0.154308058,0.804320878,5.647,0.023362,0.036345,0.930006,0.044323,0.822472,0.122336,0.9455,1.0026,1.025
8,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,5,-0.187102282,1.7765,4.018271194,3,2,1,0,0,1.091979794,20.6745,27.676,1.978,9.549,0.695256048,0.247406904,8.8215,0.043347,0.040762,0.911145,0.043255,0.816173,0.124575,0.9411,0.9791,1.0031
9,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,7,-0.53032063,6.5465,3.065554558,1,0,2,0,0,1.081114489,155.6395,33.346,-8.462,7.18,0.41810585,0.510716323,6.1355,0.049449,0.032372,0.906124,0.04222,0.819257,0.129554,0.9314,1.0178,1.032
10,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,9,-0.276443511,6.2705,3.056141225,1,0,2,0,0,1.122726979,122.6825,30.805,-5.646,5.798,0.202138669,0.747495422,4.6415,0.046872,0.053471,0.910865,0.040244,0.815552,0.115107,0.8989,1.0153,1.0198
11,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_01.xyz,1,1,11,-0.318199307,2.9225,2.019182968,1,0,1,0,0,1.081797508,84.4415,32.281,-3.773,11.298,0.940874491,0.045009433,11.131,0.061153,0.030995,0.891352,0.046046,0.821203,0.130499,1.0013,1.098,1.0305
12,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,3,-0.178075629,2.9595,3.997970903,3,2,1,0,0,1.143223311,24.0575,26.184,2.288,9.309,0.701364271,0.242047829,8.614,0.049247,0.054641,0.908249,0.040466,0.819398,0.110913,0.9209,0.9743,0.9988
13,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,4,-0.142987326,2.4095,3.997970903,3,2,1,0,0,1.116694633,24.0575,28.208,0.813,6.839,0.253107179,0.688781014,5.562,0.029528,0.04281,0.925253,0.043023,0.825323,0.115143,0.9395,1.0005,1.0207
14,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,5,-0.203637174,1.4935,3.997970903,3,2,1,0,0,1.068407486,24.0575,28.039,1.898,9.381,0.736062253,0.211937914,8.762,0.048925,0.028678,0.904297,0.044421,0.818338,0.132607,0.9664,0.9828,1.0034
15,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,7,-0.620785743,6.6495,3.059697978,1,0,2,0,0,1.073433434,161.4235,33.486,-8.704,8.101,0.257869399,0.683388906,6.598,0.047542,0.027548,0.907313,0.042891,0.819451,0.13348,0.9405,1.0208,1.0334
16,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,9,-0.281548156,6.3815,3.049181522,1,0,2,0,0,1.123920376,126.8175,30.74,-5.692,5.964,0.336686787,0.59638191,4.975,0.046594,0.053409,0.910908,0.040451,0.814945,0.115747,0.8977,1.0098,1.019
17,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_02.xyz,1,2,11,-0.537778246,1.7845,2.022133625,1,0,1,0,0,1.020815957,91.3635,34.603,-4.957,10.574,0.940419898,0.045360726,10.4165,0.040282,-0.000219,0.909083,0.049038,0.827005,0.150538,1.0385,1.117,1.0359
18,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,3,-0.175444004,2.8935,4.012067472,3,2,1,0,0,1.143549409,23.5955,25.983,2.554,9.316,0.767926149,0.184775796,8.7755,0.053356,0.055169,0.904069,0.040522,0.819357,0.110467,0.9187,0.9686,0.9985
19,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,4,-0.135355655,1.8395,4.012067472,3,2,1,0,0,1.095871437,23.5955,28.499,1.092,7.333,0.258966317,0.682149134,5.9745,0.02231,0.034938,0.931015,0.044368,0.824232,0.122483,0.9477,1.0027,1.0247
20,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,5,-0.184856236,2.3035,4.012067472,3,2,1,0,0,1.112789332,23.5955,26.767,2.361,9.272,0.763589301,0.188445667,8.724,0.047966,0.045129,0.907334,0.042511,0.818354,0.119514,0.9355,0.9742,1.0011
21,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,7,-0.497153996,6.4835,3.073793244,1,0,2,0,0,1.093583858,149.7875,32.426,-7.479,5.691,0.794763662,0.162252269,5.399,0.048865,0.040923,0.908195,0.040809,0.81802,0.12332,0.9154,1.0176,1.0319
22,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,9,-0.268583137,5.4345,3.067586915,1,0,2,0,0,1.077680533,113.9635,31.793,-5.797,6.364,0.216844752,0.730363423,5.118,0.035586,0.04475,0.919869,0.042345,0.807876,0.12818,0.9023,1.0221,1.0241
23,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_03.xyz,1,3,11,-0.595041488,1.8695,2.019011508,1,0,1,0,0,1.016966209,94.8525,34.661,-5.1,10.775,0.945429234,0.041494166,10.628,0.046657,-0.005652,0.901578,0.050085,0.827415,0.154849,1.05,1.0988,1.0361
24,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,3,-0.187356437,2.1725,3.997346205,3,2,1,0,0,1.101653298,27.7355,27.407,1.851,8.653,0.756385069,0.194560669,8.126,0.050487,0.040127,0.904303,0.042987,0.819678,0.12249,0.9466,0.9803,1.0014
25,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,4,-0.162504803,1.1765,3.997346205,3,2,1,0,0,1.056173016,27.7355,29.593,0.661,6.845,0.266617969,0.67352415,5.59,0.024884,0.018581,0.926629,0.046046,0.826005,0.133916,0.9777,1.005,1.0265
26,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,5,-0.159838911,3.6975,3.997346205,3,2,1,0,0,1.186212427,27.7355,25.31,2.423,8.97,0.633221851,0.302853636,8.1475,0.052382,0.064351,0.908447,0.03733,0.823612,0.099308,0.9017,0.9709,0.9971
27,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,7,-0.424566287,7.5015,3.057384824,1,0,2,0,0,1.157219242,157.4455,30.879,-6.95,4.766,0.969366345,0.023152553,4.7295,0.071322,0.059927,0.889796,0.037025,0.821266,0.10507,0.897,1.0055,1.0197
28,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,9,-0.270715049,5.3295,3.064094604,1,0,2,0,0,1.070752955,114.0795,32.267,-6.167,6.056,0.337186262,0.595843642,5.0525,0.03213,0.039889,0.922173,0.043475,0.810689,0.129739,0.9145,1.0254,1.0269
29,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_04.xyz,1,4,11,-0.467497505,2.5195,2.015043351,1,0,1,0,0,1.048134417,91.8865,33.165,-4.255,11.433,0.939298522,0.04622763,11.2595,0.064379,0.010382,0.885231,0.048754,0.823942,0.145237,1.033,1.075,1.0318
30,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,3,-0.145531928,1.7525,4.009923721,3,2,1,0,0,1.095339616,20.5665,28.216,1.461,9.012,0.84376387,0.121939954,8.66,0.046597,0.040665,0.907315,0.043824,0.816919,0.124212,0.946,0.9825,1.005
31,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,4,-0.140127261,1.5115,4.009923721,3,2,1,0,0,1.083137632,20.5665,29.909,0.01,7.185,-0.049686848,1.067364846,5.2995,0.006172,0.031508,0.945616,0.045831,0.818689,0.13004,0.9461,1.0038,1.0276
32,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,5,-0.148593271,1.0645,4.009923721,3,2,1,0,0,1.060019517,20.5665,29.002,1.364,9.385,0.722962174,0.22323984,8.735,0.047856,0.026029,0.905458,0.044339,0.819913,0.133126,0.9717,0.9863,1.0074
33,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,7,-0.432391145,7.3405,3.043522355,1,0,2,0,0,1.156095192,160.5635,30.921,-6.83,5.332,0.818829707,0.142323937,5.0905,0.062303,0.050197,0.898401,0.037406,0.828097,0.107845,0.9091,1.0056,1.0164
34,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,9,-0.418171235,3.6105,3.054843235,1,0,2,0,0,0.975950236,117.0205,36.209,-8.389,6.274,0.709913931,0.234576388,5.819,0.009376,-0.011727,0.940765,0.047194,0.814485,0.166796,0.9885,1.0433,1.032
35,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_05.xyz,1,5,11,-0.233216986,0.6405,2.020907348,1,0,1,0,0,1.022062255,76.0735,34.615,-3.825,13.419,0.944109099,0.042512187,13.2315,0.037487,0.005553,0.913309,0.047653,0.827078,0.145205,1.0228,1.1153,1.0332
36,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,3,-0.168356459,4.7175,3.916821752,3,2,1,0,0,1.225789133,33.8655,24.02,2.693,8.702,0.700758446,0.242578562,8.051,0.05802,0.066508,0.905441,0.034855,0.828707,0.093685,0.8963,0.9572,0.9888
37,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,4,-0.087575027,3.3615,3.916821752,3,2,1,0,0,1.146016916,33.8655,26.728,1.341,6.872,0.467694994,0.46051196,5.9575,0.051064,0.0442,0.906148,0.040747,0.830538,0.110419,0.9443,0.9988,1.0148
38,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,5,-0.144356362,4.5785,3.916821752,3,2,1,0,0,1.208705666,33.8655,24.044,2.807,8.888,0.709270927,0.235137103,8.242,0.078748,0.066606,0.88425,0.035277,0.827279,0.094524,0.9115,0.9648,0.9893
39,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,7,-0.451566896,6.0035,3.063481638,1,0,2,0,0,1.082085777,138.3635,33.051,-7.624,6.054,0.837132474,0.127335342,5.8075,0.041829,0.040177,0.91444,0.041498,0.813423,0.127521,0.9038,1.0144,1.0346
40,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,9,-0.233338333,6.1845,3.068264842,1,0,2,0,0,1.150095337,114.0455,29.922,-4.676,6.351,-0.335537711,1.503722964,4.2305,0.042995,0.061861,0.917216,0.037868,0.815994,0.107789,0.8708,1.016,1.0176
41,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_06.xyz,1,6,11,-0.212892107,3.3385,2.017989383,1,0,1,0,0,1.104523036,82.5425,31.45,-3.359,11.495,0.946759461,0.040469053,11.342,0.067192,0.042542,0.886911,0.044504,0.818763,0.123009,0.9867,1.1005,1.0291
42,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,3,-0.178444004,0.7115,3.983427755,3,2,1,0,0,1.034803182,33.7685,30.761,-0.042,8.019,0.617658062,0.317063082,7.2525,0.035406,0.00561,0.915818,0.046284,0.824625,0.146317,1.0026,0.9993,1.0099
43,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,4,-0.08296963,2.7945,3.983427755,3,2,1,0,0,1.146411736,33.7685,28.145,0.49,5.912,0.043978349,0.94220938,4.499,0.040232,0.049322,0.916895,0.040852,0.830305,0.105612,0.9331,0.9991,1.0183
44,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,5,-0.161075629,1.9215,3.983427755,3,2,1,0,0,1.06786401,33.7685,29.038,0.471,8.55,0.504093567,0.424566088,7.49,0.046082,0.021482,0.907601,0.044037,0.820811,0.137317,0.9785,0.9971,1.0056
45,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,7,-0.524943442,6.7185,3.035018826,1,0,2,0,0,1.078965553,154.0505,33.434,-8.723,6.434,0.125271993,0.839665805,5.027,0.058763,0.027596,0.896409,0.042694,0.822353,0.131302,0.9504,1.0131,1.0274
46,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,9,-0.234575027,8.0155,2.981620985,1,0,2,0,0,1.237080218,128.5165,28.122,-4.707,6.192,-0.268087855,1.392527784,4.229,0.06947,0.079063,0.895425,0.033525,0.823272,0.087339,0.864,0.9908,1.0042
47,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_07.xyz,1,7,11,-0.102243069,4.4385,1.999311544,1,0,1,0,0,1.167075765,75.8665,29.259,-2.268,11.382,0.94271657,0.043586772,11.219,0.088209,0.067418,0.869678,0.040781,0.814711,0.105542,0.9534,1.0583,1.018
48,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,3,-0.229864674,-1.7765,3.989956987,3,2,1,0,0,0.948811047,27.9745,32.488,0.72,8.569,0.794141673,0.162770669,8.128,0.016739,-0.044976,0.931352,0.048977,0.825167,0.184258,1.0688,1.0017,1.0114
49,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,4,-0.042996256,2.5005,3.989956987,3,2,1,0,0,1.151416677,27.9745,27.121,1.809,7.271,0.43419062,0.494273128,6.2425,0.043107,0.053699,0.914418,0.040439,0.827859,0.104075,0.9251,1.0005,1.0168
50,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,5,-0.091663421,2.7795,3.989956987,3,2,1,0,0,1.160106017,27.9745,26.579,2.072,8.859,0.687097867,0.254592212,8.166,0.04329,0.055656,0.914835,0.039864,0.823447,0.10685,0.9165,0.9846,1.0015
51,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,7,-0.537531145,4.4255,3.064307264,1,0,2,0,0,0.98978496,128.3025,35.887,-8.882,6.725,0.418587361,0.510221836,5.7475,0.02285,-0.000828,0.929134,0.045549,0.814892,0.158026,0.9704,1.0351,1.044
52,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,9,-0.203417288,7.1915,3.031133557,1,0,2,0,0,1.200608208,113.4215,28.359,-4.12,7.377,-0.384302562,1.587686567,4.824,0.059146,0.077342,0.904453,0.034764,0.817546,0.093458,0.8552,1.0089,1.0073
53,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_08.xyz,1,8,11,-0.10424339,4.1805,2.001470885,1,0,1,0,0,1.153743934,77.1885,29.662,-2.411,11.805,0.950021177,0.037958396,11.6575,0.084343,0.060918,0.872643,0.041691,0.815541,0.110519,0.9667,1.0782,1.0221
54,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,3,-0.20683889,-0.0325,3.858250299,3,2,1,0,0,1.015334979,34.5355,31.939,-0.476,7.282,0.735512222,0.212410852,6.8005,0.03628,-0.00284,0.91376,0.04731,0.822678,0.15475,1.0151,0.9986,1.0096
55,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,4,-0.261890518,-0.2755,3.858250299,3,2,1,0,0,0.984889608,34.5355,33.012,-1.306,6.189,0.083212151,0.892044859,4.7705,0.020924,-0.021177,0.927445,0.048876,0.827529,0.164338,1.0417,1.0089,1.0282
56,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,5,-0.105716349,3.7785,3.858250299,3,2,1,0,0,1.164719531,34.5355,26.902,0.749,7.844,0.482916879,0.445387994,6.83,0.069316,0.058833,0.890097,0.038793,0.820171,0.107521,0.9311,0.9902,1.0011
57,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,7,-0.943337975,7.3165,2.953830812,1,0,2,0,0,1.033267315,179.7775,34.875,-10.762,11.135,-0.25765604,1.375818706,7.634,0.060565,5e-06,0.892138,0.045003,0.825746,0.151492,0.9988,1.0188,1.0236
58,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,9,-0.395802389,4.6945,3.044991169,1,0,2,0,0,1.00979634,115.2085,33.877,-7.141,7.633,0.814751736,0.145683083,7.2795,0.017715,0.019093,0.934088,0.045694,0.802825,0.151957,0.9385,1.0377,1.0217
59,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/001/001_09.xyz,1,9,11,-0.531243069,5.4335,2.014509385,1,0,1,0,0,1.139786031,103.7735,29.52,-3.523,8.071,0.891463264,0.08367295,7.852,0.098744,0.053448,0.856078,0.043696,0.813096,0.119259,0.9851,1.0483,1.0198
60,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,5,-0.051268534,2.1485,4.212564561,2,1,2,0,0,1.09497943,26.5095,30.825,-1.542,6.886,0.87598025,0.095991008,6.6725,0.032631,0.026053,0.921228,0.043843,0.826127,0.129391,0.9446,1.0064,1.0292
61,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,6,-0.046680812,1.8135,4.212564561,2,1,2,0,0,1.094157617,26.5095,29.751,-0.134,9.987,0.933313307,0.050862991,9.8205,0.054455,0.016365,0.900796,0.042481,0.836923,0.128637,0.9628,0.9963,1.0102
62,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,7,-0.050268534,2.1485,4.212564497,2,1,2,0,0,1.094979514,26.5095,30.825,-1.542,6.886,0.87598025,0.095991008,6.6725,0.032631,0.026053,0.921228,0.043843,0.826127,0.129391,0.9446,1.0064,1.0292
63,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,8,-0.046680812,1.8135,4.212564497,2,1,2,0,0,1.094157588,26.5095,29.751,-0.134,9.987,0.933313307,0.050862991,9.8205,0.054455,0.016365,0.900796,0.042481,0.836923,0.128637,0.9628,0.9963,1.0102
64,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,9,-0.045680812,1.8135,4.212564567,2,1,2,0,0,1.094157808,26.5095,29.751,-0.134,9.987,0.933313307,0.050862991,9.8205,0.054454,0.016365,0.900797,0.042481,0.836923,0.128637,0.9628,0.9963,1.0102
65,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,10,-0.050268534,2.1485,4.212564567,2,1,2,0,0,1.094979234,26.5095,30.825,-1.542,6.886,0.87598025,0.095991008,6.6725,0.032632,0.026053,0.921227,0.043843,0.826127,0.129391,0.9446,1.0064,1.0292
66,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,11,-0.050268534,2.1485,4.212564509,2,1,2,0,0,1.094979295,26.5095,30.825,-1.542,6.886,0.87598025,0.095991008,6.6725,0.03263,0.026053,0.921229,0.043843,0.826127,0.129391,0.9446,1.0064,1.0292
67,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_00.xyz,2,0,12,-0.046680812,1.8135,4.212564509,2,1,2,0,0,1.094157784,26.5095,29.751,-0.134,9.987,0.933313307,0.050862991,9.8205,0.054454,0.016365,0.900797,0.042481,0.836923,0.128637,0.9628,0.9963,1.0102
68,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,5,-0.050944134,2.2205,4.206569498,2,1,2,0,0,1.102688546,24.9205,30.668,-1.458,7.079,0.846305975,0.119876598,6.807,0.029831,0.029187,0.924469,0.04343,0.825837,0.12708,0.9367,1.0051,1.0273
69,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,6,-0.055593271,1.3735,4.206569498,2,1,2,0,0,1.077129926,24.9205,30.193,-0.136,10.132,0.959731544,0.030508475,10.03,0.051157,0.010386,0.902912,0.043579,0.835871,0.134314,0.9703,0.9969,1.0121
70,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,7,-0.043136741,1.6765,4.193722269,2,1,2,0,0,1.076416362,24.8785,31.309,-1.554,6.993,0.865865866,0.104091144,6.7585,0.03081,0.019313,0.921944,0.044874,0.825022,0.135797,0.956,1.0079,1.0323
71,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,8,-0.046461109,1.3365,4.193722269,2,1,2,0,0,1.07056216,24.8785,30.495,-0.401,10.038,0.926479378,0.056172933,9.8535,0.054107,0.008717,0.899707,0.04382,0.834898,0.13645,0.9761,0.9998,1.0116
72,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/002/002_01.xyz,2,1,9,-0.043005162,1.5575,4.201709168,2,1,2,0,0,1.083071389,25.9945,30.036,-0.163,10.018,0.943102416,0.043288947,9.8755,0.056133,0.012413,0.898364,0.043188,0.83634,0.132363,0.9707,0.9958,1.0109
