,filepath,compound,structure,atom,shift_high-low,shift_low,CN(X),no_HCH,no_HYH,no_HYC,no_HYN,no_HYO,dist_HC,shift_low_neighbor_C,shielding_dia,shielding_para,span,skew,asymmetry,anisotropy,at_charge_mull,at_charge_loew,orb_charge_mull_s,orb_charge_mull_p,orb_charge_loew_s,orb_charge_loew_p,BO_loew,BO_mayer,mayer_VA
3112,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_03.xyz,49,3,8,-0.227074053,8.6125,3.190529401,1,0,2,0,0,1.058947358,152.9145,33.666,-10.848,8.454,0.896143837,0.079968426,8.2345,0.04455,0.041224,0.908566,0.044653,0.805938,0.132655,0.9284,1.0353,1.0573
3113,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_03.xyz,49,3,9,-0.175285433,8.1045,3.137964513,1,0,2,0,0,1.124805073,133.6875,28.768,-5.442,6.913,0.36409663,0.567079463,5.814,0.046584,0.054515,0.910664,0.040752,0.815238,0.114766,0.9168,1.0056,1.0262
3114,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_03.xyz,49,3,10,-0.264645297,9.2665,3.268908833,1,0,1,1,0,1.133343176,159.1255,26.592,-4.428,8.638,-0.175503589,1.248544963,6.0995,0.040865,0.054094,0.919027,0.038099,0.825985,0.105307,0.9012,1.0279,1.0155
3115,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_03.xyz,49,3,11,-0.251363777,9.7745,3.304770137,1,0,1,1,0,1.118022326,163.8615,31.529,-9.873,10.431,0.210430448,0.737816531,8.372,0.052186,0.055227,0.9045,0.041206,0.815751,0.113207,0.9021,1.0497,1.0431
3116,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_04.xyz,49,4,8,-0.207644412,9.1385,3.173809747,1,0,2,0,0,1.120299891,153.1955,31.539,-9.247,8.705,0.419873636,0.508901579,7.4425,0.063779,0.061399,0.8926,0.041608,0.806012,0.116759,0.9041,1.0218,1.0402
3117,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_04.xyz,49,4,9,-0.208627413,7.0875,3.122860031,1,0,2,0,0,1.071122398,122.7935,29.926,-5.583,6.759,0.117325048,0.8494542,5.2675,0.022249,0.037626,0.932238,0.0433,0.812977,0.130057,0.9292,1.0115,1.0311
3118,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_04.xyz,49,4,10,-0.333890224,9.4765,3.16340499,1,0,1,1,0,1.079112542,166.5275,29.248,-7.294,7.609,0.376527796,0.553946754,6.423,0.045049,0.042582,0.911254,0.041518,0.819064,0.120153,0.9294,1.0328,1.0225
3119,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_04.xyz,49,4,11,-0.38377607,10.3955,3.166540008,1,0,1,1,0,1.080435856,175.8255,31.934,-10.9,9.713,0.905487491,0.072599779,9.4835,0.055103,0.042938,0.899249,0.043419,0.815073,0.123661,0.9324,1.0469,1.0494
3120,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_05.xyz,49,5,8,-0.253802883,9.2385,3.152986654,1,0,2,0,0,1.121674659,153.4265,31.691,-9.498,8.532,0.457571496,0.470644068,7.375,0.070265,0.061106,0.886323,0.041415,0.806826,0.116371,0.9031,1.0204,1.0369
3121,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_05.xyz,49,5,9,-0.271697972,7.2315,3.120993055,1,0,2,0,0,1.060623939,132.6785,31.144,-6.945,6.419,0.719270914,0.226438804,5.9685,0.031245,0.028597,0.922684,0.043825,0.816482,0.134692,0.9473,1.0167,1.0296
3122,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_05.xyz,49,5,10,-0.343978471,8.6265,3.214017266,1,0,1,1,0,1.056081734,160.0955,29.474,-6.671,7.946,0.332997735,0.600362483,6.621,0.027559,0.029747,0.927611,0.042517,0.823275,0.126956,0.9397,1.0284,1.0247
3123,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_05.xyz,49,5,11,-0.298390363,10.4485,3.21463097,1,0,1,1,0,1.145591115,166.3875,30.123,-9.141,9.983,0.326254633,0.607661266,8.3015,0.072596,0.062134,0.885739,0.039681,0.815301,0.108222,0.9002,1.0289,1.0282
3124,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_06.xyz,49,6,8,-0.195223574,8.8875,3.144466787,1,0,2,0,0,1.092816826,139.5485,32.936,-10.393,8.32,0.500961538,0.427629772,7.282,0.050995,0.055034,0.902583,0.044319,0.802727,0.124619,0.903,1.0288,1.0536
3125,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_06.xyz,49,6,9,-0.186311945,7.7035,3.172132855,1,0,2,0,0,1.115420345,134.2895,29.362,-5.635,6.747,0.426708167,0.501903114,5.78,0.044034,0.047317,0.912948,0.040971,0.81834,0.118243,0.9227,1.0021,1.0245
3126,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_06.xyz,49,6,10,-0.354329312,8.7055,3.221269919,1,0,1,1,0,1.062390089,150.7885,28.956,-6.231,9.197,0.224312276,0.721723882,7.4135,0.019358,0.031872,0.936455,0.041914,0.823985,0.124662,0.9264,1.0271,1.0223
3127,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_06.xyz,49,6,11,-0.37432014,9.6985,3.226044191,1,0,1,1,0,1.066882558,168.1525,33.19,-11.458,9.656,0.929991715,0.053441552,9.487,0.04892,0.035426,0.903533,0.045265,0.816006,0.129143,0.9427,1.0442,1.0518
3128,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_07.xyz,49,7,8,-0.408591593,8.5205,3.196042755,1,0,2,0,0,1.001133203,162.1855,35.97,-13.06,12.95,0.390579151,0.539218366,10.977,0.019687,0.008196,0.930479,0.047397,0.810613,0.155036,0.9739,1.0478,1.0658
3129,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_07.xyz,49,7,9,-0.401837706,8.8035,3.082936221,1,0,2,0,0,1.046981882,158.3165,32.383,-9.756,11.006,-0.086679993,1.119011976,8.016,0.035525,0.015927,0.91534,0.046846,0.820439,0.142305,0.9867,1.0241,1.0368
3130,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_07.xyz,49,7,10,-0.285425897,10.1545,3.182449057,1,0,1,1,0,1.181407083,167.0015,24.712,-3.436,9.455,0.019989424,0.97352385,7.1385,0.046301,0.055145,0.916834,0.035049,0.83611,0.096473,0.8963,1.0148,1.0064
3131,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_07.xyz,49,7,11,-0.256249542,9.2995,3.258378401,1,0,1,1,0,1.06761534,152.9295,32.582,-10.451,10.224,0.306533646,0.629178252,8.4515,0.047179,0.04796,0.907602,0.042982,0.808665,0.12407,0.9134,1.0535,1.0533
3132,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_08.xyz,49,8,8,-0.096872304,9.2835,3.229881277,1,0,2,0,0,1.181872971,134.3905,29.499,-7.353,8.994,-0.240604848,1.348779112,6.2045,0.07675,0.089528,0.884094,0.037384,0.798756,0.099213,0.8497,1.0164,1.0322
3133,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_08.xyz,49,8,9,-0.121697706,8.1545,3.158881836,1,0,2,0,0,1.182610251,116.9245,25.783,-2.507,7.174,-0.619737943,2.041461701,4.269,0.054904,0.076072,0.907366,0.035984,0.813234,0.098314,0.863,0.9785,1.0125
3134,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_08.xyz,49,8,10,-0.373907818,9.6915,3.204038345,1,0,1,1,0,1.073789329,164.8335,29.102,-7.363,8.557,-0.029566437,1.039814305,6.3545,0.046704,0.044396,0.909194,0.041919,0.812251,0.124304,0.9155,1.0362,1.0269
3135,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_08.xyz,49,8,11,-0.586337503,9.6555,3.190208185,1,0,1,1,0,0.990971035,180.5275,35.052,-13.277,13.822,0.25712632,0.684229231,11.255,0.036987,0.007594,0.913324,0.047131,0.814851,0.150541,0.9803,1.054,1.0697
3136,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_09.xyz,49,9,8,-0.379118534,10.0645,3.166750605,1,0,2,0,0,1.112272608,188.7865,31.689,-10.323,8.869,0.846656895,0.11959198,8.529,0.07634,0.050345,0.879358,0.042204,0.811344,0.121847,0.9352,1.0179,1.0355
3137,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_09.xyz,49,9,9,-0.308469336,7.5005,3.075641654,1,0,2,0,0,1.020673082,131.1495,32.812,-8.882,8.198,0.414491339,0.514432695,6.998,0.016106,0.016758,0.9354,0.046172,0.813425,0.14588,0.9701,1.0322,1.0367
3138,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_09.xyz,49,9,10,-0.331399212,8.6635,3.238647875,1,0,1,1,0,1.070298222,157.5425,28.119,-5.352,9.741,-0.169900421,1.240133488,6.892,0.029932,0.034036,0.926247,0.041513,0.818348,0.128044,0.9173,1.0379,1.0179
3139,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/049/049_09.xyz,49,9,11,-0.374047774,9.0305,3.208831622,1,0,1,1,0,1.028318499,174.7135,34.397,-11.997,10.198,0.78211414,0.172828623,9.6425,0.019977,0.014893,0.931515,0.046008,0.821772,0.140319,0.9618,1.0586,1.0501
3140,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_00.xyz,50,0,4,0.032750129,1.3965,4.048089436,3,2,1,0,0,1.093079578,16.4035,27.856,2.179,9.303,0.262603461,0.67804428,7.588,0.013462,0.035886,0.939937,0.04432,0.824059,0.121699,0.9453,0.9974,1.0123
3141,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_00.xyz,50,0,5,-0.071514071,2.0745,4.048089436,3,2,1,0,0,1.094971313,16.4035,27.626,1.73,9.934,0.659955708,0.278728203,9.0895,0.049583,0.048354,0.904312,0.043842,0.810652,0.122664,0.9352,0.9838,1.0164
3142,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_00.xyz,50,0,6,-0.073558052,2.0785,4.048089436,3,2,1,0,0,1.094962927,16.4035,27.626,1.726,9.934,0.658143749,0.280352229,9.085,0.04963,0.04835,0.904268,0.04384,0.810649,0.122671,0.9352,0.9838,1.0164
3143,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_00.xyz,50,0,11,-0.231715292,6.9835,3.162466756,1,0,1,1,0,1.086385865,144.5485,31.408,-6.961,6.904,0.385573581,0.5444511,5.8435,0.051178,0.050776,0.90315,0.043487,0.809938,0.121333,0.9161,0.9953,1.0319
3144,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_01.xyz,50,1,4,0.038986937,2.0495,4.048848719,3,2,1,0,0,1.123745743,16.9495,27.008,2.373,9.177,0.230031601,0.715133932,7.4105,0.016729,0.046445,0.938641,0.042481,0.825002,0.112358,0.9267,0.9961,1.0111
3145,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_01.xyz,50,1,5,-0.080926297,1.9965,4.048848719,3,2,1,0,0,1.090611084,16.9495,27.691,1.743,9.908,0.659870811,0.278804258,9.0655,0.048309,0.046,0.90535,0.044058,0.81116,0.124164,0.9372,0.9829,1.016
3146,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_01.xyz,50,1,6,-0.082926321,1.9415,4.048848719,3,2,1,0,0,1.086031143,16.9495,27.693,1.797,9.981,0.661356577,0.27747373,9.136,0.049709,0.044413,0.903944,0.044057,0.811212,0.125363,0.9402,0.9843,1.0159
3147,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_01.xyz,50,1,11,-0.260083596,6.8025,3.15011011,1,0,1,1,0,1.06698476,146.1305,32.166,-7.538,6.644,0.626730885,0.30876494,6.024,0.044451,0.041948,0.90852,0.044768,0.811044,0.127528,0.9299,1.0021,1.0345
3148,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_02.xyz,50,2,4,0.039162427,1.8635,4.051812169,3,2,1,0,0,1.114020911,17.4535,27.222,2.345,9.122,0.248629686,0.693865155,7.4085,0.016743,0.042995,0.937979,0.04309,0.824703,0.115439,0.9328,0.9964,1.0121
3149,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_02.xyz,50,2,5,-0.08123328,2.2215,4.051812169,3,2,1,0,0,1.099445967,17.4535,27.455,1.754,9.877,0.653538524,0.284487059,9.0215,0.051508,0.048579,0.903001,0.043262,0.812169,0.121273,0.9337,0.9839,1.0145
3150,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_02.xyz,50,2,6,-0.078514071,2.1335,4.051812169,3,2,1,0,0,1.098417774,17.4535,27.478,1.819,9.893,0.687051451,0.254633183,9.119,0.048779,0.047599,0.905496,0.043481,0.81249,0.121844,0.9345,0.984,1.0143
3151,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_02.xyz,50,2,11,-0.244320429,6.7465,3.152566893,1,0,1,1,0,1.063943595,144.1445,32.136,-7.453,6.601,0.601575519,0.331875158,5.9435,0.04278,0.042834,0.910293,0.044652,0.809601,0.127848,0.9246,0.9997,1.034
3152,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_03.xyz,50,3,4,0.024337851,0.8175,4.037959362,3,2,1,0,0,1.063021162,18.2095,29.159,1.454,9.198,0.313546423,0.621497474,7.6195,0.014328,0.022485,0.937554,0.04573,0.826096,0.130748,0.9719,1.0008,1.0125
3153,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_03.xyz,50,3,5,-0.053443532,2.0475,4.037959362,3,2,1,0,0,1.090126126,18.2095,27.93,1.454,9.73,0.526824255,0.402494463,8.579,0.051644,0.045686,0.902102,0.043989,0.811173,0.124492,0.9434,0.9946,1.0166
3154,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_03.xyz,50,3,6,-0.060189356,2.3485,4.037959362,3,2,1,0,0,1.105468311,18.2095,27.625,1.457,9.774,0.583589114,0.348598184,8.7565,0.048844,0.050785,0.905688,0.043267,0.8106,0.121025,0.9336,0.9851,1.0152
3155,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_03.xyz,50,3,11,-0.257276432,6.8025,3.16420726,1,0,1,1,0,1.067523112,148.2505,32.269,-7.642,7.445,0.59113499,0.341561939,6.684,0.045175,0.043627,0.908172,0.044407,0.810912,0.126112,0.927,1.0024,1.0333
3156,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_04.xyz,50,4,4,0.042881671,1.9635,4.047754677,3,2,1,0,0,1.122631929,16.6625,26.938,2.528,9.217,0.206683303,0.742184328,7.389,0.015556,0.046794,0.939632,0.04265,0.822206,0.114527,0.9227,0.997,1.0112
3157,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_04.xyz,50,4,5,-0.073031281,2.0335,4.047754677,3,2,1,0,0,1.082239548,16.6625,27.954,1.443,9.839,0.730053867,0.217111717,9.175,0.060927,0.046049,0.892434,0.044355,0.809805,0.12501,0.9442,0.9787,1.0187
3158,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_04.xyz,50,4,6,-0.076312018,2.4865,4.047754677,3,2,1,0,0,1.111636748,16.6625,27.582,1.362,9.691,0.729439686,0.217641525,9.0355,0.050192,0.056778,0.904404,0.04319,0.806804,0.119138,0.9195,0.9745,1.0157
3159,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_04.xyz,50,4,11,-0.162758956,6.8755,3.174944793,1,0,1,1,0,1.122004995,129.6345,30.113,-5.558,7.132,-0.329220415,1.493070139,4.762,0.054603,0.063438,0.902101,0.041254,0.809257,0.111664,0.8877,0.9832,1.0298
3160,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_05.xyz,50,5,4,0.049425752,1.8695,4.032700119,3,2,1,0,0,1.104466543,22.0655,27.392,2.169,8.975,0.358662953,0.572850318,7.536,0.026911,0.03693,0.927402,0.043456,0.826148,0.119462,0.9516,0.9957,1.0067
3161,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_05.xyz,50,5,5,-0.072285433,3.0995,4.032700119,3,2,1,0,0,1.129701673,22.0655,26.867,1.464,9.338,0.616406083,0.31821143,8.4425,0.058182,0.059702,0.897662,0.042027,0.809102,0.115085,0.9217,0.9811,1.0128
3162,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_05.xyz,50,5,6,-0.077276926,3.5095,4.032700119,3,2,1,0,0,1.147231861,22.0655,26.309,1.611,9.5,0.634526316,0.301668211,8.632,0.070494,0.064851,0.886852,0.040635,0.812243,0.108101,0.9194,0.9679,1.0121
3163,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_05.xyz,50,5,11,-0.190732437,6.8885,3.182698198,1,0,1,1,0,1.103481215,136.6265,30.608,-6.066,7.541,-0.008884763,1.011881539,5.639,0.055225,0.06011,0.900619,0.042034,0.806804,0.116269,0.8961,0.9898,1.0278
3164,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_06.xyz,50,6,4,0.013618523,1.2185,4.056319216,3,2,1,0,0,1.102273033,7.5355,27.118,3.094,9.889,0.320052584,0.614400585,8.208,0.003792,0.044638,0.949131,0.044767,0.816637,0.120785,0.9175,0.9934,1.0161
3165,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_06.xyz,50,6,5,-0.099197841,-0.0685,4.056319216,3,2,1,0,0,1.017663812,7.5355,29.723,1.776,10.762,0.747816391,0.201864432,10.0835,0.029902,0.018951,0.919069,0.048371,0.805708,0.149441,0.9692,0.989,1.026
3166,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_06.xyz,50,6,6,-0.091777178,1.6435,4.056319216,3,2,1,0,0,1.091665127,7.5355,27.809,1.978,10.833,0.759623373,0.191809075,10.182,0.040537,0.052815,0.912395,0.044729,0.804601,0.123851,0.9158,0.9682,1.0179
3167,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_06.xyz,50,6,11,-0.234565791,6.2595,3.159518553,1,0,1,1,0,1.068087967,131.3445,31.568,-6.397,6.901,0.161570787,0.79558163,5.4545,0.034823,0.041423,0.917946,0.044925,0.809707,0.129196,0.9157,0.9978,1.0391
3168,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_07.xyz,50,7,4,0.016162427,1.0045,4.047061595,3,2,1,0,0,1.070478386,15.7115,28.613,1.813,9.395,0.246194784,0.696635845,7.6245,0.009075,0.027965,0.943173,0.045367,0.822307,0.129503,0.9581,0.9961,1.0132
3169,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_07.xyz,50,7,5,-0.068706904,2.3515,4.047061595,3,2,1,0,0,1.101539727,15.7115,27.694,1.385,9.753,0.651594381,0.28623575,8.9035,0.052537,0.054788,0.901547,0.043688,0.805963,0.121313,0.927,0.9796,1.0194
3170,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_07.xyz,50,7,6,-0.0359082,1.9445,4.047061595,3,2,1,0,0,1.082081164,15.7115,27.596,1.89,9.955,0.658061276,0.280426186,9.104,0.060844,0.047418,0.892824,0.044048,0.808794,0.124639,0.9434,0.9956,1.0171
3171,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_07.xyz,50,7,11,-0.253846589,8.0865,3.177883855,1,0,1,1,0,1.146997686,165.3365,29.506,-6.162,6.643,0.473430679,0.454797608,5.7685,0.070821,0.066547,0.887086,0.040142,0.812069,0.107178,0.9097,0.9893,1.022
3172,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_08.xyz,50,8,4,-0.043153064,0.4335,4.018509103,3,2,1,0,0,1.031168966,15.0115,30.262,0.735,8.878,0.25388601,0.687898089,7.222,0.013711,0.011237,0.93677,0.047007,0.822194,0.142619,0.9842,1.0026,1.0152
3173,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_08.xyz,50,8,5,-0.123145431,2.2615,4.018509103,3,2,1,0,0,1.097569268,15.0115,28.944,0.225,9.499,0.553847773,0.376621838,8.4395,0.05091,0.050058,0.903227,0.043626,0.810231,0.121649,0.9292,0.9916,1.0129
3174,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_08.xyz,50,8,6,-0.122540339,3.1075,4.018509103,3,2,1,0,0,1.131608155,15.0115,27.448,0.875,10.023,0.555422528,0.375126277,8.909,0.052459,0.062549,0.904115,0.041361,0.807711,0.113837,0.9079,0.9811,1.0081
3175,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_08.xyz,50,8,11,-0.451267281,5.6505,3.119890936,1,0,1,1,0,0.944877547,136.4135,36.749,-10.969,10.391,0.103839861,0.866178842,8.063,0.008152,-0.019503,0.938907,0.050182,0.808419,0.176204,0.9969,1.0165,1.04
3176,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_09.xyz,50,9,4,0.00403082,0.5985,4.016455648,3,2,1,0,0,1.065868017,19.5015,29.171,1.661,9.444,0.319991529,0.614467054,7.8385,0.005316,0.023446,0.945778,0.046457,0.825136,0.131078,0.9605,0.9984,1.0109
3177,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_09.xyz,50,9,5,-0.140908099,-1.9715,4.016455648,3,2,1,0,0,0.942198932,19.5015,32.322,1.08,9.392,0.683134583,0.258094357,8.648,0.008734,-0.035892,0.937686,0.050542,0.813959,0.184938,1.0501,1.0029,1.032
3178,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_09.xyz,50,9,6,-0.047198262,3.5975,4.016455648,3,2,1,0,0,1.183678498,19.5015,25.882,1.951,9.621,0.532273152,0.397245763,8.496,0.06021,0.075674,0.899305,0.038549,0.813327,0.098087,0.8853,0.9724,1.01
3179,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/050/050_09.xyz,50,9,11,-0.203258759,8.5295,3.136284976,1,0,1,1,0,1.162123868,150.9825,29.09,-6.19,6.792,0.184923439,0.767751479,5.408,0.093986,0.078219,0.865664,0.038525,0.807012,0.101511,0.8931,0.9736,1.0154
3180,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/051/051_00.xyz,51,0,4,-0.015303579,2.9225,4.047861319,3,2,0,0,1,1.100676769,59.0945,29.593,-1.085,9.729,0.762976668,0.188964764,9.1525,0.012614,0.02297,0.943772,0.041341,0.842132,0.117443,0.9534,0.9918,1.0113
3181,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/051/051_00.xyz,51,0,5,-0.088786343,3.6685,4.047861319,3,2,0,0,1,1.097376292,59.0945,30.583,-2.821,9.924,0.334340992,0.598912058,8.2725,0.035117,0.024239,0.921482,0.041147,0.837903,0.12019,0.9533,0.9961,1.0041
3182,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/051/051_00.xyz,51,0,6,-0.047663421,3.4165,4.047861319,3,2,0,0,1,1.092422149,59.0945,28.87,-0.856,9.655,0.731330917,0.216010659,9.0065,0.044356,0.033563,0.912378,0.040967,0.833276,0.115339,0.9612,0.9984,1.0177
3183,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/051/051_00.xyz,51,0,8,-0.128162561,4.7445,4.124624528,1,0,1,0,2,1.103203685,108.6845,31.659,-4.973,5.761,0.64242319,0.294510103,5.246,-0.007648,0.033382,0.966339,0.038882,0.833614,0.115411,0.8919,0.99,1.0152
3184,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/051/051_00.xyz,51,0,11,-0.073198289,3.1395,4.041778217,3,2,0,0,1,1.0988091,49.4205,30.002,-1.711,10.11,0.442927794,0.485405654,8.702,0.027771,0.022577,0.92907,0.040904,0.840818,0.119095,0.9546,0.9938,0.9986
